,Unnamed: 0,class,text,Offensive
2073,5915,2,"@elchavaloko @Buckm00se yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza",0
2074,5916,2,@elchavaloko Toma ESO negros @panama,0
2075,5917,2,@elchavaloko pinche panamonos negros me Dan asco,0
2076,5918,1,@elchavaloko what's the difference between the three of the nig Nog's?,1
2077,5921,2,@elise_palmer im assuming mickey bubbles,0
2078,5922,2,@elise_palmer sounds like gypos to me - they used to do this all the time where I lived,0
2079,5923,2,@elise_palmer youre cheating on mickey bubbles! :O,0
2080,5924,1,@ellese97 your rhyming is ghetto,1
2081,5925,2,@elliottgianaris gook,0
2082,5926,2,@emilysteers WASP EGGS,0
2083,5927,1,"@emmyhighr0ller @Cyberobama 
you sound like a real cunt",1
2084,5928,2,@emmysetter14 dayum saterlyt shoz un bayg ho-ul,0
2085,5930,2,@ennuitimes clever monkey!,0
2086,5932,2,@eonline @KimKardashian @kanyewest mr. and mrs trash,0
2087,5933,1,@eonline she looks like a real dyke now,1
2088,5935,1,@equallydestruct lmao don't fight me you don't know my ghetto ass school dude I highly doubt that since I don't give a fuck about it,1
2089,5937,2,@erinscafe Bu I do. I do hate the playa. And the Yankees. If I hate the Yankees for their payroll I have to hate the Dodgers.,0
2090,5938,1,@erinscafe If I have to watch baseball I actually go for the Mets because Jon Stewart. And fuck the Yankees.,1
2091,5939,0,"@erinscafe We hate the Yankees though, right? I feel like I'm really good at hating them.",1
2092,5940,2,@erinscafe We hate them more than the Cowboys and Yankees.,0
2093,5941,2,"@eruditetina @Orgleader Hey @RevJJackson why dont u get ""involved in black on black situations""? 'Cause hate whitey? B honest now #MikeBrown",0
2094,5947,1,@espn Stop blowing the spurs pussies #HalftimeSpeech,1
2095,5950,1,@ew_karina @lanemichelle_ pussies,1
2096,5955,2,@fairflattaxnow @Morning_Joe @JoeNBC hey #teabagger the law made it a FELONY to keep and collect the records. Get your facts straight,0
2097,5956,2,@fairflattaxnow discredited by whom? Per the government the study is good and factual. Pay your bills moocher teabaggers and republicans,0
2098,5958,2,@fangsbites @the506 Huge Yankee fan....enjoy http://t.co/tKM8l9Ty,0
2099,5959,2,@fawfulfan @BigKahuna919191 @alfranken birds of a feather. go away,0
2100,5965,2,@fennecuskitsune you've got no sole,0
2101,5970,1,"@firemunky I said I'm a vagina, but not a fag. Who HASN'T seen that movie?",1
2102,5971,1,"@firemunky When did we become a nation of giant dripping whiny pussies, anyway?! MAKE THIS DUDE PRESIDENT! Of Iraq, even. He's the MAN!",1
2103,5974,1,@flyyImpact Yo follow me back nigguh,1
2104,5975,2,@foreverschmoked vertical nip bars..I already have horizontal ones so I think it'll look hella cute,0
2105,5976,2,"@forgivemehera also, I put 'i touch myself' on a ned/chuck mix.",0
2106,5979,2,@frankthetank215 @Jim_McCloskey Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs #frankensteinMD #kikme,0
2107,5981,2,@fredabrahams @Brown_Moses I saw the actual tweet while scanning Jihadi accounts. They put a screen shot of it with: all aid workers r spies,0
2108,5984,1,@freeyungnwild where's ours at nigguh !,1
2109,5985,1,@freshalina I call those my ghetto nunchucks...the reason I went 2 jail as well :(,1
2110,5987,0,@fucktyler fuck you spear chucker,1
2111,5993,2,@gabby_moscato @Huntermoore They would make a great baby bird pic bruh!,0
2112,5994,1,@gabebaxter text me fag,1
2113,6006,0,"@gayle_ryan I don't hate the Japs. But, I AINT FORGETTING GETTIN JAPPED EITHER.",1
2114,6010,0,@genuineMitzi @NonVictional fags.!,1
2115,6011,2,@geokthree I literally just told @Black_SinS to his face how trash he is at the shop in hooping,0
2116,6012,0,@georgiathenewsa @Rosaalbae your tits may be better looking but her face makes you like a Asian or Latina tranny #facts,1
2117,6014,2,"@gerfingerpoken2 His job as US Prez, to protect us is throw in trash..Ebola ER at our cost Daniel, both money &amp; lives! DoG",0
2118,6021,1,"@ghostattics translation: ""i like how i dont really have to think about it"" or ""i dont think queers deserve a happy ending""",1
2119,6022,1,@giannarromano Fuckin moulinyan &#127814;,1
2120,6024,2,@gifs http://t.co/J1PWlaeRCu (via @teapot),0
2121,6029,2,@gln @capotej Do you think the guinea pig was okay? :(,0
2122,6031,1,@gmalko1 lmaooo fag,1
2123,6034,2,@goldietaylor @theGrio puppets like Don will intentionally and forever cripple our people's ability to unify a Eco and political consensus,0
2124,6035,2,@goldiethegamma @CLoprestiWFAN I'm referring to the second down put Vick in slot play #trash,0
2125,6037,2,@goldnsilvercoin the worst terrorists are republican teabaggers...,0
2126,6038,2,@goldnsilvercoin this guys company had best year EVER...under Obama....conservative teabaggers are scum,0
2127,6039,0,@gonzalez_sassy ur not sassy white trash change ur username,1
2128,6043,2,@greekkid31 @TaraSetmayer @TheWillDunne yes true reagan was the first..ike wouldnt. While president and he was supreme allied commander.,0
2129,6044,2,"@gregorious13 I don't understand it, there's trash cans/dumpsters everywhere and if there's not, just wait till you go somewhere with one.",0
2130,6045,1,@gregorykohler yo girl whats yr potential? I wanna retard it,1
2131,6047,2,"@grinand BTW, Happy Birthday, Charlie! Get better soon!",0
2132,6048,2,"@grinand http://www.youtube.com/watch?v=LRtKAQJUc3g Stay safe out there, Charlie.",0
2133,6049,1,@grrizzIy @YUNGxSMBA the only place for a ho in the garden,1
2134,6052,2,@gundeathjournal @ackdoc @nra lax gun laws? Ur retarded. There's murder there bcuz no one can defend themselves. Only crooks have guns there,0
2135,6053,1,"@gusandrews HEY! I'M still on LambdaMOO. (and it really is empty, nobody to talk to except that asshole bird...)",1
2136,6055,0,@gvvenivere learn how to type ya hillbilly,1
2137,6058,0,@hand_tex @drapermark37 humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.,1
2138,6061,2,"@hardball @Milbank Chris stop your angry bird spitting n Dana go hail ur racial tendicies, u didn't infor, carter rt n u never talk abt him",0
2139,6062,2,"@hardball @now @hardball_chris now jimmy want to talk trash would've ,should've, could've now, Chris stop talking and spitting!!!!!!!!!!!!!!",0
2140,6070,2,@haylebopp Diaval gets a pass by virtue of mostly being a bird.,0
2141,6071,2,"@haylebopp last year i had to explain why ""queer theory"" is the acceptable academic term",0
2142,6073,2,@hayyllss Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;,0
2143,6076,2,@heavensenttynae nd you kno how much I love clams lol,0
2144,6077,2,@heavensenttynae you kno I love stuffed clams bai,0
2145,6078,0,"@hekterr don't stop now half breed, I'm just starting to learn about what makes you a dumb ass",1
2146,6079,1,@helenyvonnem they already have. Are you retarded?,1
2147,6081,1,"@hellobaphomet 
Are you sure you ain't colored?",1
2148,6087,1,"@heydenbunsyolo and how is that what I'm suppose to go for the team who beat us, that's retarded",1
2149,6091,0,@heyrmbr probs that fag Vhia,1
2150,6093,0,@heyyayled do i have to repeat myself u white trash,1
2151,6099,2,@holmes0786 only if its yellow cake &amp; chocolate frosting,0
2152,6100,0,@holyh00ker he looks like a pretty dyke&#128129;&#10024;,1
2153,6101,2,"@hotzgeor Kept the border open to disease from Central America, lowest workforce part. % since Carter, yep, a real boon to NC.@ThomTillis",0
2154,6102,0,@hunterbuch66 @kieffer_jason @sbsylvester all u can pull is the fucking retard,1
2155,6106,2,@hxhsharingan666 did you make an animal cracker taco,0
2156,6116,1,@iAyanna_ young thug ain't earn his strips yet lol just a few 2k14 bangers. Wiz can do dat cuz he not a lil nigguh of the rap game lol,1
2157,6132,1,"@iNURSELISA @MailOnline 
See dis what happens when a colored man move into @Rotten_Soil&#160;'s neighborhood. He ain't been sick fo 10 days",1
2158,6133,0,"@iNURSELISA @blackredsoxfan 
It's a nice way of callin y'all honkies",1
2159,6135,2,@iStandy is he chunky?,0
2160,6136,2,@iStricer You are hairy like a monkey. : P,0
2161,6141,1,@iambillyshears shoulda came to my family's dinner tonight....we talked about shitting and negros.,1
2162,6142,2,"@iamkrause 
I ain't never orderin from no colored pizza stow",0
2163,6144,1,@ianbmaggard @kade_melton im going to miss that big nig,1
2164,6145,1,"@ianbmaggard lol @ all the kids that act ""redneck"" in Oviedo",1
2165,6147,2,"@icpchad @UnseeingEyes ......monkey look, just like you!",0
2166,6149,2,@idkconstancio I'm trash,0
2167,6150,2,@idochips honky tonk badonka ankh,0
2168,6160,2,"@ilovemytroops @SenatorTimScott I see. So you feel betrayed, your racism comes out. Shocked you didn't call him Uncle Tom you bitter loser",0
2169,6164,2,@imdevincarlson trash*,0
2170,6165,2,@imgooby you're not funny trash,0
2171,6166,1,@imgorejess by not being an unloyal retard,1
2172,6167,2,@imjoshdean That's hoser eh to you. http://t.co/QuLrtOWmLB,0
2173,6171,0,"@infidelpamelaLC I'm going to blame the black man, since they always blame ""whitey"" I'm an equal opportunity hater.",1
2174,6175,2,@intheKCmix The last planet of the apes with my kids... It's been a minute,0
2175,6177,2,"@intrepidokie nice lie #teabagger. Just because you want to see it doesn't make it real. Like Reagan was a conservative, another huge lie",0
2176,6179,2,"@iowahawkblog I also recommend 6pack of shiner Bock and 12 hours of brisket duty at ""the pit"" feeding oak coals &#128521;",0
2177,6183,1,@isaabbellla yo nig your a cheeseball.,1
2178,6191,1,@itssdaviddd retard alert,1
2179,6192,1,@ittybittyber playas fuck up too lmao but that's like on trash FORREAL you a crazy one I see &#128064;&#128064;&#128565;,1
2180,6193,1,@itzbreak that spear chucker? Hell no.,1
2181,6196,1,@ivanrabago_ at least put a caption when stealing the pic fag lol,1
2182,6197,1,@ivanrabago_ looks ghetto as fuck,1
2183,6199,2,"@izziorizzi i'm not a trash talker, brah. i'm polite and diplomatic on and off the court.",0
2184,6202,1,@jaaaaaade__ Shut up. And miss you too fag,1
2185,6203,2,@jaaaaaade__ You can't see it but I'm flipping you the bird,0
2186,6207,2,@jacobkesler @ki_kibaby @__adamdavis or if we pick you up in SC and take you with us nip to CR.,0
2187,6208,2,"@jacquebland Weird to see a local yokel ""journalist"" get worked up enough to take such a pointed side, though. Thought they were impartial.",0
2188,6218,1,@jaredlikelndn monkey dong,1
2189,6220,1,@jasongregory674 @Devondude1234 @hot_lads fuck yeah and hot big blk boots. This scally lad would get it.,1
2190,6221,2,"@jasonjwilde On that 4th down incompletion, both the slants looked like better options. Shame, but there&#8217;s a youth &amp; lack of trust going on.",0
2191,6229,0,@jayswaggkillah Is a fag,1
2192,6230,1,@jayswaggkillah is a fag,1
2193,6233,2,"@jazqui That's why I'm partially glad that I have to say ""Hi ho, Kermit the Frog here"" to slip into my Kermit voice well.",0
2194,6236,0,"@jdickerson @ScottPelley @bobschieffer all racist nTx trash w @NorahODonnell all hate to see this particular man in WH n not the ""Butler""",1
2195,6237,1,@jdimenstein @JagexLyon yeah if you get in trouble its less than a .5 percent chance that its a mistake. so you're a fucking retard.,1
2196,6238,2,"@jeffgill24 hey #teabagger Bohner said he got ""98% of what he wanted"" in sequester. You sound like a moron when everyone knows you are LYING",0
2197,6243,1,@jennaferjenbub nice profile pic fag,1
2198,6244,1,@jennahnorberg I'm always a call away if ya need me nigs,1
2199,6245,1,@jennahnorberg because its retarded. lol jk were the same,1
2200,6246,1,@jennahnorberg ehh it was tough but yeah. Lol jk of course niglet,1
2201,6247,0,"@jennybaquing so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!",1
2202,6249,2,"@jermhudson @lanele123 no way !! I'm on a ""dude you are fat"" diet Twinkies are the devil, so are breakfast tacos. I miss breakfast tacos&#128514;",0
2203,6251,1,"@jerryrscuba Bare ass me again, I cunt hear you",1
2204,6253,1,@jesjosie Eff dem hos.,1
2205,6254,2,@jesseleesoffer it totally does. smells like brownies every day i walk to work.,0
2206,6255,2,@jessespector bird hats &gt; every other hat,0
2207,6256,2,"@jessespector the bird has a hat. So it's hats on hats, who can beat that?",0
2208,6257,2,@jessicacassell1 find a new hillbilly!! #spiritweek!!,0
2209,6258,2,@jessitron @Bsilverstrim77 ...in fact were I to start a for-profit university this would be the sole requirement for graduation!,0
2210,6259,2,"@jesslaw Ha! I'm actually going to see a Yankee game, as weird as it sounds. My uncle's house in NJ is an hour away.",0
2211,6260,2,@jesstoth we could get matching burner phones and be ghetto fab for a few months,0
2212,6261,1,@jezzzz_ @ShitPussiesSay Jessica I'm not afraid to slit your throat tomorrow,1
2213,6263,0,@jimachterfeld @joeo670 @dan_bernsein Bernstine is Chi Sox Jew fag.,1
2214,6264,1,"@jimachterfeld @mattabbatacola Like I said, pussies.",1
2215,6268,0,@jmellor432 fag,1
2216,6270,1,@joeylattime @Mawson38 @ameriC00N joey r u a retard its about the defense and we only allow an avg of like 10 point so u really need to,1
2217,6271,0,@joeylattime @Mawson38 @ameriC00N thats just me rooting against a team I hate not banwagoning u retard u have a different favorite,1
2218,6274,2,@joeysulipeck @myfoxmemphis the minute those red n yellow for rent signs go up the reg. ppl start selling n move,0
2219,6275,0,"@joh2guy I LOVE RACISM! ""Blame whitey"" for EVERYTHING!
Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch",1
2220,6281,2,@jonsweethearts how are you Argie?,0
2221,6283,1,@jordan536633 @heydenbunsyolo @bird_lovin shut yo cracker jack buck teeth ass Am a native and a nigga the best kind,1
2222,6284,2,@jordan_luree @NatalieSchroyer me or nat!? &#128514;&#128514; def not me with that shiner,0
2223,6285,2,@josephljenkins Have heard some hillbilly grumblings that bugs worse in recent years because of MIC shutdown.,0
2224,6286,1,@josh_helton Xbox live fags,1
2225,6288,2,@joshbuddy blue cheese crackers intrigues and repulses me at the same time.,0
2226,6290,1,@joshkline1992 that's my nig nog,1
2227,6294,2,"@jrlikeswhisky @ZwithR stegosaurus hissed like a snake, pterodactyl sounded like a crow,T-rex like a cross between a parrot and an elephant",0
2228,6297,2,@jsimsromance My guy is a Maine coon and a total cuddle bum. Every one that I've ever met has been super friendly.,0
2229,6298,1,@jstewcoolcat fag lol,1
2230,6304,0,@jumpmastere8 @dmcgowen1776 @visitorvisiting its retarded,1
2231,6305,2,@juniorshabidoo also Nack which autocorrect changed so I'm putting my phone in the trash and going to sleep,0
2232,6307,0,@just_joshin7 fag.,1
2233,6319,1,@justinbieber Your a stupid little cunt... I thought you couldn't get any lower.. But how dare you spit on people on your own fucking fans..,1
2234,6321,1,@justinbieber nice wigger stache,1
2235,6323,2,"@justinhall3434 
God bless you whitey. I be sleepin in tomorrow",0
2236,6327,1,@jwill252 We got a win my nicca! Lmao,1
2237,6329,2,@k_tempsss lol then they have one more flavor I think it's yellow idk.. But yea there bomb.,0
2238,6333,2,@kamkamluvsblk Yeah one called me a race traitor lol,0
2239,6338,1,@karlamorenoo aha your welcome niggah &#128520;,1
2240,6339,1,@karlamorenoo dont even trip my niggah i got you lol,1
2241,6340,1,@karlamorenoo just look for the realest niggah on rosecrans that be me lol,1
2242,6341,1,@karlamorenoo my niggah my niggah lol,1
2243,6342,1,@karlamorenoo niggah you dont know me! Lol you dont know my life aha,1
2244,6346,2,"@karmendanielle_ aka he wanna keep you warm, shoulda just introduced himself #coons",0
2245,6347,2,@karmendanielle_ let the coons be great it's in the dream,0
2246,6348,0,"@karmendanielle_ u gotta slow down these coon hrs all they know is love n hip hop, lebron, &amp; fake love quotes",1
2247,6350,2,@kate_beckwith74 don't judge me monkey,0
2248,6351,1,@katelyn_lomax I'm not a nig. &#128548;,1
2249,6354,2,@kathleen_herne Stink should shut his hole &amp; just perform his tricks like a good trained monkey,0
2250,6362,1,"@kay_reneaa trust me, after i tweeted that i was like... Damn im a fag",1
2251,6364,1,@kayliefarmer @bbluedreamm no but if you dare I'll slay your ass. You fruity quaffing tranny.,1
2252,6366,2,@kayliefarmer hey now there's no need for foul language you kike,0
2253,6368,2,@kaylonnnnn then who are you to call me trash &#128522;,0
2254,6370,1,@kaymckinneyy suck ass bum ass Yankees foh,1
2255,6371,2,"@kayt27 poor coon.......snow stopped here,now if the wind would it might be nice out,well for winter",0
2256,6377,2,"@kboydee like some of the ""worst"" lyrics they post are beautiful but just because they don't know what they're talking about, it's ""trash""",0
2257,6379,2,@keishagreyxxx that's the beauty of them brownies I always daydream about what I'd do if I hit the powerball lol (nerdy but fun),0
2258,6383,1,@kelvinkayyy safe bruv welcum to twitter my niggur,1
2259,6385,2,@keno_ Isn't there a law that all clam chowder must be served im bread bowls? Haha,0
2260,6388,2,@kenzieblake2015 its pretty easy actually. I'm just the cashier. Right now I'm eating those animal crackers lolol :),0
2261,6390,1,"@kenzystuart1 Hey, that guy has the same first name that I do! What a fag.",1
2262,6395,2,"@kfocht735 Nope - got lucky - some washing on the slopes, gonna make it a little rough combining but feeling very fortunate today",0
2263,6396,2,@khamillkilroy &#128514;&#128514; Shy Glizzy,0
2264,6407,1,@kieffer_jason @hunterbuch66 @sbsylvester u fucking trailer trash,1
2265,6413,1,@kieffer_jason @sbsylvester u call me dumb but u speak on shit u don't know nothing about yea look who's fucking talking retard,1
2266,6453,0,@kieffer_jason here let me say it more clearly since your retarded ass don't understand,1
2267,6454,0,@kieffer_jason how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up,1
2268,6458,1,"@kieffer_jason keep talking I'm going to make when u can't talk, u going to be talking like a retard",1
2269,6485,1,@kieffer_jason you dumb fuck that's not a fucking full address you dumbass I don't live in Plano so how the fuck would I know retard,1
2270,6487,0,@kiela_g_3 &#128514;&#128514;Alright fag what about this? http://t.co/5ht61NmjJ3,1
2271,6488,1,@kiela_g_3 Home fag. Didn't feel like puttin up with your shit today,1
2272,6490,2,@kilmeade @foxandfriends don't you mean crowd not crows,0
2273,6497,2,@kincade00 @mistaturk5 lmaooo just call my phone if you want them birds *Migos Voice*,0
2274,6507,1,@kingxxlopez Lol me and @MarcusDenton just sit there and make fun of him. I can't stand that fag,1
2275,6508,0,@kingxxlopez Roberts is a fuckin fag&#128514; smack the shit outta him,1
2276,6512,0,@kitlange stop oppressing me! Have you heard of free speech? Stop shoving your lifestyle down my throat! 1st AMENDMENT! #tcot #teabaggers,1
2277,6518,1,@kittygurl9714 I highly doubt you're a real woman. You're prolly a fat ass man. Who fuckin cares?!? Let me do me ho,1
2278,6520,0,@klejdys He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate whitey.,1
2279,6522,1,@kliontiii @yfly23 lol tell Liv none of her usual redneck hillbilly places an none of ur black gangsta places either,1
2280,6523,1,@klvyupthatsm3 @Huntermoore ew you look like a cheap tranny hooker,1
2281,6525,0,"@kmdk83 @BeautifulMined
I hopes dis ain't cause he colored cause I knows he be actin all nigga like",1
2282,6526,1,@knvcklepvck gimme one with his mouth closed I can't draw teeth without making them look retarded oMF,1
2283,6529,0,@kristin12909 better nig. Lol but if anything ill flip u the 10 or something. Im tryna get some more cash,1
2284,6531,2,@ksecus I give up on the Tankees I mean Yankees. Maybe next year!!,0
2285,6532,0,@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke,1
2286,6533,2,"@kuczaaaK @Tyg235 Kris, griff is too ghetto to know anything about sperrys or vans",0
2287,6539,1,@laceeybugg atleast i dont have dick breath you twat licker,1
2288,6548,1,@laser_beam26 text me fag,1
2289,6549,1,@lauchiemac_ fag,1
2290,6550,2,"@lauramartyy ""wait n as in nick or m as in mick?"" &#128514;&#128514;",0
2291,6553,2,@lcl03 the slopes aren't for us bro Hahaha,0
2292,6554,2,@lcl03 you've been talking trash since we were 3 and 5.,0
2293,6560,2,"@leprechaun_ie Strong with the Force, leprechauns are.",0
2294,6563,1,@lettherainefall fag that's some gay ass shit,1
2295,6567,1,@lexipost30 because she a typical ghetto girll.,1
2296,6574,0,"@lillivonschtupp @13Damage @BrazenModels 
I don't likes dat magazine. All da black folk look like dey one chromeasome away from da ape",1
2297,6580,2,@litigiousmind I skipped the running. And am eating chips. And brownies.,0
2298,6584,1,@littlelinnda @NasshRodriguez @linndaroose linda you just @ yourself rn you retard^^,1
2299,6585,2,"@littlelouie33 eh, take off hoser.",0
2300,6590,2,"@lloyd7121 @jjauthor @petermickley 
Approximately 1/2 in one crash. There wasn't supposed to be that many members of a seal team on one bird",0
2301,6594,2,@longbongchris mk Hun just textith me,0
2302,6597,1,"@lordjamar your disgusting, you should be banned from talking about Hiphop, retards like you belong in the 40's with your retarded ass logic",1
2303,6598,2,@louiev_ lol just getting this..early bird catches the worm!,0
2304,6599,2,@louisck a video i made -- Porn Actress Sexy Capri Anderson Kissing Video with Charlie Sheen http://t.co/VTH4r762 via @youtube,0
2305,6601,1,@lovenati omg...what a retard...should have asked her which weighs more? Thousand pounds of feathers or a thousand pounds of steel?,1
2306,6603,2,"@luchadora41 so was slavery, prohibition and not letting women to vote... segregation jim crow laws.. etc etc i can do this all day lol",0
2307,6604,1,@lucioxnava how about darkskin dykes?,1
2308,6606,1,"@lundenm my dad wanted me to ""twat"" him. &#128563;",1
2309,6607,0,@luvvida You're right.. I be around my nig....,1
2310,6609,1,@lybr3 and yes.THAT was very ghetto and condescending ESPECIALLY after her miserably failed crappy school lunch initiative. The Hypocrite,1
2311,6611,1,@mabathoana garbage rappers can't learn. it's like teaching Advanced Algebra to a retard.,1
2312,6621,2,"@mafenske I didn't mock anything! Was asked I believed in Noah's arc and said no, how is that mocking any religion? Opinion that's all",0
2313,6622,0,@maggie_burdis @nickgoldapp lmao dude you are probably the biggest fag in nebraska &#128514;&#128514;&#128514;&#128514;&#128514;,1
2314,6623,0,@mah5H stfu white trash,1
2315,6627,2,@mallenokc @royceyoung extra yellow.,0
2316,6628,2,@mandaxll2963 yellow is even better,0
2317,6637,2,@mark_mac18 @sheppast @rianscalia groves is trash IMO,0
2318,6640,0,@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no just a niggress that thinks she's human.,1
2319,6645,1,@max_dashevsky u and taber the shit coon,1
2320,6646,2,"@mayarsharkawi Fake pics http://t.co/jtwUu9CYSr get off my TL, u r dismissed muzzie. @Darknight420 @JewJitsuGrl @Begbie_1 @efilnikcufecin7",0
2321,6649,2,@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.,0
2322,6650,0,"@mayormcginn If racial minorities weren't criminally inclined, they wouldn't have so much to worry about. Act your color, race traitor!",1
2323,6652,1,@mcclearyb0y other than those the university and the white black and red ones .. The rest trash anyway. They just making shit up now,1
2324,6654,1,@mckinley719 @UberFacts Mmm no thanks I've been saving mine up for this point in time....fucking queer....,1
2325,6660,2,@mdsaab1 lmaoo abo crusty hands,0
2326,6662,2,@megalexatron trash about us and your from another conference- you can say goodbye,0
2327,6664,2,@megann_17 you should make me brownies!,0
2328,6665,2,"@megynkelly 
I don't understand the need for multiple autopsies. I guess they're going to keep on until they can slant 1 against the officer",0
2329,6666,1,@megynkelly next you could ask the grand wizard of the #kkk why so many are intolerant this poor soul's views. #cunt #tcot #frc #p2 #foxnews,1
2330,6669,2,"@mesmart029 Someone recently told me that a local yokel was going to ""use my twitter account to damage me"" so... Yeah.",0
2331,6670,1,@metroadlib I be THIIIIIIIS close to going real east side Detroit on they monkey ass. But. I don't.,1
2332,6671,0,@mflagginski I live in the eye of a white trash hurricane. Milwaukie OR. Where people use bikes BC of DUI's not to save the environment.,1
2333,6672,2,@mfsasso or jim crow laws segregation lynching laws... anti womans suffrage laws... amazing how everyone doesnt want to bring that up,0
2334,6676,1,@michaelragen @somesuchandco @whatupag you guys are pussies,1
2335,6678,2,@michelle_westt birds of a feather..,0
2336,6679,1,@michellemcaffey I'll show you how much of a fag I am &#128527;,1
2337,6680,2,"@michigannews13 an coaches dont put them in positions to be successful, the offensive struggles can all be put on gardner, program is trash",0
2338,6681,2,"@michigannews13 wow. Thats great language coming from a HS coach, you sure are a role model, you're trash, just like your account",0
2339,6682,2,@mickeyhart lookin good mick!,0
2340,6684,2,@mightyfar they need to stop picking up UFCs trash though and build up there own fighters more.,0
2341,6685,0,"@mike_ray7 congratulations, you are officially fucking retarded.",1
2342,6687,0,@mikecheck_123 the favorite drink of white trash everywhere....,1
2343,6688,1,"@mikecheck_123 try this one Mikey, none of that hick shit...http://youtu.be/Thls_tMuFkc",1
2344,6689,1,@mikeoe7765 That talentless skag IS a wardrobe malfunction.,1
2345,6691,0,@milfmob @yoPapi_chulo fight me you fucking obese niglet,1
2346,6692,2,"@mimi_sanabria I really did, right off my bed. Where you put all these dam yellow starburst!!!! *throws them out the window* &#128553;",0
2347,6693,0,@mimiswagnotes You are an ignorant cunt.,1
2348,6694,1,@mingtong007 you still are a cunt,1
2349,6695,2,@miquelpaniscus @ArcusGreatApes @graspunep The person actually holding the ape is NOT Paris. It's her sister,0
2350,6697,1,@mis_sarahd @basedpapi1017 never said I wanted to fuck a tranny...,1
2351,6698,2,@mis_sarahd @basedpapi1017 tranny,0
2352,6699,1,@mistaturk5 @DaUnfuqwitable1 nigga chill throw me in the jungle watch me come out with a gorilla monkey cheetah coat,1
2353,6700,1,@mitch_krebs14 @Gnarles_Charles I am that queer gnarles Charles and no it wasn't me,1
2354,6704,1,@mjziccardi that mindless twat is shitting on hiphop hahahaha,1
2355,6706,0,@mlvassallo Oh really? fags are gross You aids infected sick fuckers,1
2356,6707,1,@mmyar It's dumb cunts like you that make me sad to have served in a war so you wouldn't have to.,1
2357,6708,2,@mobilesuitwaifu All the helmets in Destiny are trash. I wish I could just rock an invisible bubble instead. Hunters look like Robocop.,0
2358,6711,1,@monetkittrell all this spaceship shit is retarded.,1
2359,6713,0,"@moneydriven I see a picture of you smoking, such a man of god. Disgraceful nig, you sir, are an embarrassment.",1
2360,6714,1,@moneydriven LOL such a nig,1
2361,6717,1,"@moneyhabitz17 hell yea,I'm surrounded by hillbillys an real ass rednecks",1
2362,6719,2,@monicawarren16 #pumprules is on bravo...quality trash,0
2363,6720,2,@monkbent What's with that come-at-me-bro bird? Stressful.,0
2364,6726,1,@moyizzy naw negro,1
2365,6727,2,@mr_republicann chik fil a. hipotle is trash and taco bell will give you the runs,0
2366,6730,2,@mrfoolycooly i dont think he did the celestial dragon killed him,0
2367,6731,1,@mrfoolycooly im still where that giant muk shit eats that candy with ceasar clown,1
2368,6732,0,@mrgeology no you ignorant cement headed hillbilly. You said taxing. Cant you fuckin read you fucking knob gobbling douchebag,1
2369,6736,2,@mtmcly he will need monkey bars on his tricycle,0
2370,6744,1,@mynamesryann @Caroline_Poe called her a cunt too,1
2371,6750,0,@nCrusade @GodManiac_ come wage with us fag,1
2372,6752,1,@natashaleggero how dare insult that pearl harbor vet. You are a dumb cunt.,1
2373,6754,1,"@nedrock83 don't tell what the fuck to ""stop"" with. 2nd, if you think it's protocol to put 6 shots in someone who's unarmed, you're a retard",1
2374,6756,2,"@neemjemoeder @SvensTweet @Harry_Dillema @wltrrr steek d morele vinger maar in j neus, zelfde soort types bij NATO stenigt vrouwen by bosjes",0
2375,6760,1,@nerissaloren not home. Headed to work sorry ho,1
2376,6763,2,@nhatty_ice49ers thank you jackass zebras,0
2377,6766,1,@nickboydos bunch of pussies.,1
2378,6771,1,@niggieesmalls I got ugly niggah problems. Lol but you got pretty niggah problems. Too bad they the same problem. &#128514;,1
2379,6773,1,@nightpurrowler niggah das gay,1
2380,6779,1,"@noobde @RodriguezLiam *draws perfect scorpion*

*writes name all retarded*",1
2381,6782,1,@noturavurage You can roll? And what you got to eat? Barter system my nig!,1
2382,6783,2,@npratc Explains why they're waving trash bags around over their heads.,0
2383,6785,1,"@nyrkelsmads Im not a bully, you half-retarded talking flotation device! @kimberlymt413 I assure you, Im no bully.",1
2384,6786,2,"@nytimes seems if they dont come up with it, its trash, nobody outside hollywood knows what ppl will pay to see..ha! Guess those in hw dont",0
2385,6790,2,@obamac0re I don't like it peaceful that's boring I like fighting I come from the ghetto do u remember that it's p impossible for me not to,0
2386,6791,1,@officiallyshay where you been at nigglet? I ain't seen you in a while.,1
2387,6792,2,"@ofhdirector Everybody, look at this bird-killing wind mill lover. ;-)",0
